,name,rating,reviews,type,hq,old,employees
26202,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26203,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26204,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26205,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26206,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26207,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26208,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26209,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26210,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26211,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26212,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26213,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26214,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26215,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26216,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26217,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26218,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26219,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26220,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26221,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26222,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26223,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26224,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26225,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26226,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26227,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26228,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26229,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26230,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26231,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26232,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26233,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26234,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26235,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26236,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26237,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26238,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26239,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26240,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26241,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26242,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26243,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26244,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26245,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26246,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26247,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26248,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26249,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26250,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26251,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26252,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26253,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26254,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26255,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26256,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26257,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26258,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26259,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26260,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26261,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26262,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26263,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26264,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26265,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26266,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26267,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26268,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26269,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26270,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26271,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26272,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26273,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26274,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26275,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26276,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26277,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26278,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26279,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26280,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26281,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26282,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26283,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26284,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26285,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26286,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26287,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26288,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26289,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26290,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26291,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26292,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26293,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26294,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26295,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26296,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26297,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26298,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26299,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26300,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26301,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26302,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26303,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26304,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26305,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26306,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26307,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26308,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26309,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26310,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26311,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26312,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26313,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26314,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26315,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26316,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26317,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26318,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26319,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26320,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26321,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26322,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26323,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26324,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26325,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26326,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26327,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26328,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26329,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26330,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26331,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26332,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26333,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26334,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26335,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26336,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26337,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26338,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26339,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26340,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26341,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26342,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26343,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26344,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26345,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26346,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26347,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26348,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26349,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26350,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26351,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26352,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26353,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26354,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26355,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26356,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26357,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26358,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26359,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26360,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26361,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26362,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26363,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26364,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26365,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26366,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26367,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26368,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26369,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26370,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26371,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26372,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26373,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26374,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26375,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26376,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26377,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26378,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26379,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26380,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26381,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26382,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26383,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26384,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26385,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26386,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26387,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26388,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26389,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26390,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26391,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26392,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26393,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26394,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26395,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26396,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26397,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26398,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26399,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26400,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26401,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26402,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26403,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26404,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26405,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26406,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26407,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26408,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26409,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26410,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26411,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26412,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26413,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26414,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26415,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26416,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26417,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26418,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26419,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26420,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26421,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26422,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26423,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26424,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26425,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26426,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26427,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26428,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26429,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26430,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26431,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26432,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26433,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26434,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26435,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26436,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26437,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26438,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26439,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26440,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26441,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26442,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26443,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26444,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26445,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26446,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26447,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26448,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26449,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26450,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26451,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26452,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26453,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26454,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26455,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26456,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26457,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26458,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26459,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26460,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26461,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26462,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26463,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26464,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26465,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26466,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26467,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26468,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26469,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26470,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26471,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26472,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26473,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26474,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26475,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26476,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26477,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26478,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26479,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26480,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26481,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26482,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26483,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26484,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26485,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26486,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26487,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26488,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26489,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26490,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26491,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26492,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26493,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26494,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26495,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26496,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26497,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26498,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26499,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26500,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26501,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26502,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26503,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26504,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26505,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26506,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26507,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26508,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26509,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26510,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26511,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26512,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26513,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26514,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26515,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26516,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26517,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26518,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26519,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26520,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26521,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26522,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26523,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26524,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26525,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26526,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26527,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26528,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26529,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26530,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26531,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26532,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26533,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26534,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26535,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26536,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26537,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26538,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26539,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26540,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26541,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26542,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26543,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26544,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26545,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26546,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26547,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26548,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26549,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26550,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26551,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26552,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26553,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26554,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26555,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26556,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26557,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26558,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26559,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26560,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26561,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26562,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26563,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26564,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26565,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26566,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26567,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26568,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26569,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26570,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26571,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26572,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26573,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26574,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26575,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26576,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26577,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26578,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26579,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26580,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
